,pop_density,flu_shot,covid_shots,bmi_diff,appetite_loss,fever,fatigue
12482,0.0,0.0,0.0,-0.0,0.4,0.0,0.0
14799,0.0,0.0,0.0,0.0,0.8,0.0,0.0
15478,0.1,0.0,0.0,-0.0,0.9,0.0,0.0
12706,-0.0,0.0,0.0,-0.0,0.6,0.0,0.0
17603,0.0,0.0,0.0,-0.0,1.0,0.0,0.0
15881,-0.0,0.0,0.0,-0.0,0.8,0.0,0.0
13260,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
14870,0.0,0.0,0.0,-0.0,0.1,0.0,0.0
15771,-0.0,0.0,0.0,0.0,0.1,0.0,0.0
10381,0.0,0.0,0.0,-0.0,0.9,0.0,0.0
11745,0.0,0.0,0.0,0.0,0.3,0.0,0.0
13499,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
12166,0.0,0.0,0.0,-0.0,0.9,0.0,0.0
12849,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
16814,-0.0,0.0,0.0,0.0,0.9,0.0,0.0
10068,0.0,0.0,0.0,0.0,0.1,0.0,0.0
16339,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0
14542,-0.0,0.0,0.0,0.0,0.2,0.0,0.0
13108,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
16573,0.1,0.0,0.0,-0.0,0.8,0.0,0.0
13794,-0.0,0.0,0.0,0.0,0.3,0.0,0.0
19422,-0.0,0.0,0.0,-0.0,0.8,0.0,0.0
14230,0.0,0.0,0.0,-0.0,1.0,0.0,0.0
15480,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
12535,0.0,0.0,0.0,-0.0,0.6,0.0,0.0
14482,-0.0,0.0,0.0,0.0,0.9,0.0,0.0
14660,-0.0,0.0,0.0,-0.0,0.7,0.0,0.0
18089,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
11228,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
18331,-0.0,0.0,0.0,0.0,0.6,0.0,0.0
14347,-0.0,0.0,0.0,0.0,0.2,0.0,0.0
14002,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
10717,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
19035,-0.0,0.0,0.0,0.0,0.5,0.0,0.0
10424,-0.0,0.0,0.0,0.0,0.2,0.0,0.0
18905,-0.0,0.0,0.0,0.0,0.8,0.0,0.0
19450,0.0,0.0,0.0,0.0,0.2,0.0,0.0
13153,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0
14561,0.0,0.0,0.0,0.0,0.3,0.0,0.0
11799,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
12676,0.0,0.0,0.0,-0.0,0.1,0.0,0.0
18664,0.0,0.0,0.0,0.0,0.1,0.0,0.0
10110,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
15576,0.1,0.0,0.0,0.0,0.3,0.0,0.0
13813,-0.0,0.0,0.0,0.0,0.4,0.0,0.0
16655,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0
10087,0.1,0.0,0.0,-0.0,0.6,0.0,0.0
12237,-0.0,0.0,0.0,-0.1,0.6,0.0,0.0
11945,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
19079,0.0,0.0,0.0,0.0,0.2,0.0,0.0
16983,0.0,0.0,0.0,0.0,0.3,0.0,0.0
15890,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0
19629,-0.0,0.0,0.0,0.0,0.8,0.0,0.0
16615,0.0,0.0,0.0,0.0,0.1,0.0,0.0
12753,-0.0,0.0,0.0,0.0,0.1,0.0,0.0
11065,0.0,0.0,0.0,0.0,0.8,0.0,0.0
12291,-0.1,0.0,0.0,-0.0,0.4,0.0,0.0
15664,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
19486,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0
18241,-0.1,0.0,0.0,0.0,0.3,0.0,0.0
13234,-0.0,0.0,0.0,0.0,0.8,0.0,0.0
14016,0.0,0.0,0.0,0.0,0.9,0.0,0.0
14165,0.0,0.0,0.0,0.0,0.7,0.0,0.0
16691,-0.1,0.0,0.0,-0.0,0.6,0.0,0.0
12689,0.0,0.0,0.0,0.0,0.7,0.0,0.0
19432,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
