,pop_density,flu_shot,covid_shots,bmi_diff
14434,-0.0,0.0,2.0,0.0
17302,0.0,0.0,1.0,-0.0
17574,0.0,0.0,2.0,0.0
12649,-0.8,0.0,1.0,-0.0
13520,-0.0,1.0,1.0,0.0
19785,-0.4,0.0,1.0,0.0
19265,0.0,0.0,2.0,0.0
15307,0.0,0.0,0.0,0.0
10505,-0.0,0.0,1.0,-0.0
18614,0.0,0.0,2.0,0.0
18866,-0.0,0.0,2.0,0.0
18269,0.0,0.0,1.0,0.0
17959,-0.0,0.0,2.0,0.0
13572,0.0,0.0,1.0,0.0
18748,-0.9,0.0,1.0,0.0
14207,0.0,0.0,2.0,0.0
11554,-0.6,0.0,0.0,-0.0
19854,0.1,0.0,3.0,0.0
19344,0.0,0.0,2.0,-0.0
11829,-0.0,0.0,2.0,0.0
17072,-0.0,0.0,2.0,-0.0
15166,0.0,0.0,2.0,-0.0
14997,0.0,0.0,2.0,-0.0
12039,-0.0,0.0,2.0,-0.0
10276,-0.0,0.0,2.0,0.0
16763,-0.0,0.0,2.0,0.0
11852,0.0,0.0,2.0,-0.0
14272,0.0,0.0,2.0,0.0
17874,0.0,0.0,2.0,-0.0
18163,-0.0,0.0,2.0,0.0
14885,0.0,1.0,1.0,0.0
18898,-0.0,0.0,2.0,-0.0
16952,0.0,0.0,2.0,-0.0
13832,-0.0,0.0,2.0,0.0
11083,-0.2,0.0,2.0,-0.0
18212,0.0,0.0,1.0,0.0
19881,-0.0,0.0,3.0,-0.0
16210,-1.0,0.0,2.0,0.0
17774,-0.5,0.0,1.0,0.0
13342,-0.7,0.0,1.0,0.0
10054,-0.1,0.0,1.0,-0.0
10181,0.0,0.0,1.0,-0.0
10409,-0.6,0.0,1.0,0.0
19966,-0.2,0.0,1.0,0.0
18609,0.0,1.0,1.0,-0.0
16805,0.0,0.0,2.0,-0.0
17135,-0.9,0.0,1.0,-0.0
11538,0.0,0.0,2.0,0.0
11981,0.0,0.0,2.0,0.0
11844,-0.3,0.0,2.0,-0.0
17826,-0.9,0.0,2.0,-0.0
15145,-0.2,0.0,2.0,-0.0
11850,-0.1,0.0,3.0,0.0
15195,-0.1,0.0,2.0,-0.0
18788,0.0,1.0,1.0,-0.0
14379,-0.0,0.0,2.0,-0.0
10287,0.0,0.0,2.0,0.0
17579,-0.0,0.0,2.0,0.0
19698,-0.0,0.0,2.0,0.0
18108,0.0,0.0,2.0,-0.0
18675,0.0,0.0,0.0,-0.0
11843,0.0,0.0,2.0,-0.0
19814,-0.0,0.0,2.0,-0.0
10417,-0.0,0.0,2.0,-0.0
15006,0.0,0.0,2.0,0.0
12841,-0.6,0.0,1.0,0.0
10185,-0.8,0.0,1.0,-0.0
10392,0.0,0.0,2.0,0.0
19198,-0.5,0.0,2.0,0.0
13637,0.0,0.0,2.0,-0.0
15917,-0.6,0.0,2.0,-0.0
19522,0.0,0.0,2.0,-0.0
10893,0.0,0.0,2.0,-0.0
13189,-0.0,0.0,2.0,-0.0
14097,-0.6,0.0,1.0,-0.0
18509,0.0,0.0,2.0,0.0
17335,-0.0,0.0,2.0,-0.0
18695,-0.0,0.0,2.0,0.0
15207,0.0,0.0,2.0,-0.0
11057,0.0,0.0,2.0,-0.0
19934,0.0,0.0,2.0,0.0
18688,-0.0,0.0,2.0,0.0
19347,0.0,1.0,1.0,-0.0
17337,-0.5,0.0,1.0,-0.0
15946,0.0,0.0,2.0,-0.0
19614,0.0,0.0,2.0,-0.0
13096,-0.0,0.0,3.0,-0.0
17858,0.0,0.0,2.0,0.0
10165,0.0,0.0,2.0,-0.0
14281,-0.2,0.0,2.0,0.0
16593,-0.8,0.0,3.0,-0.0
16157,0.0,0.0,2.0,0.0
10145,0.0,0.0,2.0,0.0
13956,-0.7,0.0,1.0,0.0
11711,-0.1,0.0,1.0,0.0
14593,0.0,0.0,2.0,0.0
11832,-0.0,0.0,2.0,-0.0
10887,-0.8,0.0,2.0,-0.0
15724,0.0,0.0,2.0,0.0
18133,-0.0,1.0,1.0,0.0
14857,0.0,0.0,2.0,0.0
17084,-0.0,1.0,1.0,0.0
11353,-0.9,0.0,3.0,-0.0
11103,-0.0,0.0,2.0,0.0
14009,0.0,0.0,2.0,0.0
17902,-0.0,0.0,2.0,-0.0
19350,-0.7,0.0,2.0,0.0
12715,-0.0,0.0,2.0,-0.0
12944,0.0,0.0,2.0,-0.0
11859,-0.0,0.0,3.0,-0.0
12212,0.0,0.0,1.0,0.0
17032,-0.2,0.0,2.0,0.0
17585,-0.0,0.0,2.0,0.0
12611,0.0,0.0,2.0,-0.0
13814,0.0,0.0,2.0,-0.0
10099,0.0,0.0,2.0,-0.0
15238,-0.1,0.0,1.0,0.0
12765,-0.0,0.0,3.0,-0.0
19496,0.0,0.0,2.0,-0.0
14772,-0.0,0.0,2.0,-0.0
17703,-0.9,0.0,1.0,-0.0
12779,-1.0,0.0,3.0,-0.0
18511,-0.0,0.0,2.0,0.0
13765,0.0,0.0,2.0,0.0
12716,0.0,0.0,0.0,-0.0
12623,-0.0,0.0,2.0,0.0
15633,-2.6,0.0,2.0,0.0
11598,0.0,0.0,2.0,-0.0
19063,-0.0,0.0,2.0,0.0
13756,0.0,0.0,3.0,0.0
16476,0.0,0.0,2.0,-0.0
12183,0.0,0.0,2.0,-0.0
