,pop_density,flu_shot,covid_shots,bmi_diff
16147,-0.7,0.0,0.0,0.1
10578,0.0,0.0,1.0,0.0
18139,-0.0,0.0,0.0,-0.0
18199,-0.3,0.0,0.0,-0.0
18945,-0.5,0.0,1.0,-0.0
14401,-0.0,0.0,2.0,-0.0
11688,0.0,1.0,1.0,0.0
16217,-0.2,0.0,0.0,0.0
19008,-0.1,0.0,0.0,0.0
19306,-0.0,0.0,1.0,-0.0
11398,-0.6,0.0,1.0,0.2
18040,-0.5,0.0,1.0,-0.0
15133,-0.0,0.0,2.0,-0.0
19579,-0.3,0.0,0.0,-0.0
17542,-0.4,0.0,2.0,0.0
14473,-0.3,0.0,0.0,-0.0
13323,0.0,0.0,1.0,-0.0
17908,0.0,0.0,1.0,0.0
13840,-0.7,0.0,2.0,-0.0
12318,-0.2,0.0,0.0,0.1
18505,-0.4,0.0,0.0,0.0
15085,-0.0,0.0,2.0,0.0
10824,-0.0,0.0,1.0,0.0
10716,-0.8,0.0,0.0,0.0
18025,-0.0,0.0,1.0,-0.0
16522,-0.5,0.0,0.0,-0.0
11392,-0.2,0.0,0.0,0.1
14907,-0.0,0.0,1.0,-0.0
15556,-0.5,0.0,0.0,0.1
13677,-0.2,0.0,1.0,0.0
17776,-0.3,0.0,0.0,-0.0
10797,-0.1,0.0,1.0,-0.0
12533,-0.0,0.0,0.0,0.0
16978,0.0,0.0,1.0,-0.0
13537,-0.5,0.0,0.0,0.0
13234,-0.2,0.0,1.0,-0.1
19385,0.0,0.0,1.0,0.0
19099,-0.0,0.0,2.0,-0.0
12767,0.0,0.0,2.0,-0.0
17904,0.1,0.0,0.0,0.0
11325,-0.2,0.0,1.0,0.0
13636,-0.1,0.0,1.0,-0.0
11332,-0.2,0.0,0.0,0.0
14639,-0.7,0.0,0.0,0.1
15428,0.0,0.0,1.0,-0.0
15599,-0.8,0.0,1.0,-0.1
10577,-0.6,0.0,0.0,-0.0
15158,-0.0,0.0,2.0,-0.0
13933,-0.0,0.0,1.0,-0.0
15196,-0.4,0.0,0.0,-0.0
14668,0.0,0.0,2.0,0.0
17313,-1.2,0.0,0.0,0.0
15009,-1.0,0.0,0.0,-0.0
19478,-0.0,0.0,1.0,-0.0
10796,-0.9,0.0,0.0,-0.1
10180,0.0,0.0,1.0,0.0
15586,-0.0,0.0,2.0,-0.0
15067,0.0,0.0,0.0,0.0
10547,-0.0,0.0,1.0,-0.0
12827,-1.1,0.0,2.0,-0.0
19687,-0.9,0.0,0.0,-0.1
15924,-0.1,0.0,2.0,-0.0
18421,-0.1,0.0,0.0,-0.0
10436,-0.0,0.0,1.0,-0.0
17146,-0.4,0.0,1.0,-0.0
13198,-0.7,0.0,0.0,-0.0
16913,-0.3,0.0,0.0,0.0
10103,-0.0,0.0,0.0,-0.1
17639,-0.3,0.0,0.0,0.0
17804,-0.9,0.0,0.0,-0.0
12884,-0.0,0.0,1.0,0.0
13326,0.0,0.0,1.0,0.0
11229,0.0,0.0,1.0,-0.0
15070,-0.0,0.0,1.0,-0.0
15661,-0.2,0.0,1.0,-0.1
14595,-0.9,0.0,1.0,0.1
14865,0.0,0.0,1.0,0.0
17341,-0.3,0.0,1.0,0.0
18980,-0.0,1.0,1.0,-0.0
17010,-1.3,0.0,0.0,-0.0
17127,-0.6,0.0,1.0,-0.0
11129,0.0,0.0,1.0,-0.0
10769,-0.0,0.0,1.0,0.0
19716,-0.1,0.0,0.0,-0.0
17395,-0.6,0.0,2.0,-0.0
11522,-0.7,0.0,0.0,-0.1
15031,0.0,0.0,0.0,0.0
16107,-0.9,0.0,0.0,-0.1
15582,0.0,0.0,1.0,0.0
14509,-0.0,0.0,1.0,-0.0
19087,0.0,0.0,1.0,0.0
11066,0.0,0.0,2.0,-0.0
14089,-0.0,0.0,0.0,-0.0
16327,0.0,0.0,1.0,-0.0
12563,-0.4,0.0,1.0,0.0
16031,0.1,0.0,0.0,-0.0
14028,-0.0,0.0,1.0,0.0
17684,-0.0,0.0,1.0,0.0
18827,0.0,0.0,0.0,0.0
10523,-0.0,0.0,1.0,-0.0
12499,0.0,0.0,0.0,-0.0
14574,-0.6,0.0,0.0,-0.0
14546,0.0,1.0,1.0,0.0
13164,-0.7,0.0,1.0,0.0
16400,-0.0,0.0,1.0,-0.0
15928,-0.8,0.0,0.0,0.0
12584,0.0,0.0,1.0,0.0
17550,-0.4,0.0,0.0,-0.0
15112,0.0,0.0,2.0,0.0
18570,0.1,0.0,0.0,0.0
15842,0.0,0.0,0.0,0.1
14103,0.0,1.0,1.0,0.0
13371,0.0,0.0,1.0,-0.0
12516,-0.1,0.0,0.0,0.0
10215,-0.1,0.0,0.0,-0.0
13695,-1.1,0.0,0.0,-0.0
13268,0.1,0.0,0.0,0.1
11038,-0.0,0.0,0.0,0.0
16236,-1.0,0.0,0.0,0.0
19532,-0.0,0.0,0.0,0.1
14342,0.0,0.0,1.0,-0.0
19836,0.0,0.0,1.0,-0.0
12487,-0.5,0.0,1.0,-0.1
14212,-0.1,0.0,0.0,0.0
13967,0.1,0.0,1.0,-0.0
12320,-1.5,0.0,0.0,0.0
14689,-0.2,0.0,0.0,0.0
10615,-0.2,0.0,0.0,-0.0
19560,0.1,0.0,0.0,-0.0
