,pop_density,flu_shot,covid_shots,bmi_diff,appetite_loss,fever,fatigue
13112,-0.0,0.0,0.0,0.0,0.3,0.0,0.0
19694,0.1,0.0,0.0,0.0,0.8,0.0,0.0
10580,0.0,0.0,0.0,0.0,1.1,0.0,0.0
12745,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
15422,0.0,0.0,0.0,0.0,0.5,0.0,0.0
10506,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18849,-0.0,0.0,0.0,-0.0,0.4,0.0,0.0
14368,0.0,0.0,0.0,0.0,0.6,0.0,0.0
11879,-0.0,0.0,0.0,0.0,0.1,0.0,0.0
12402,0.0,0.0,0.0,-0.0,0.9,0.0,0.0
14787,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0
13616,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
13243,0.0,0.0,0.0,0.0,0.8,0.0,0.0
17480,0.0,0.0,0.0,0.0,0.1,0.0,0.0
19259,0.0,0.0,0.0,0.0,0.8,0.0,0.0
18837,0.0,0.0,0.0,0.0,0.3,0.0,0.0
17024,-0.0,0.0,0.0,0.0,0.4,0.0,0.0
19533,0.0,0.0,0.0,-0.0,0.6,0.0,0.0
19296,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
18223,0.0,0.0,0.0,-0.1,0.9,0.0,0.0
10667,-0.0,0.0,0.0,0.0,0.8,0.0,0.0
10871,-0.0,0.0,0.0,0.0,0.7,0.0,0.0
19167,0.0,0.0,0.0,0.0,0.8,0.0,0.0
17715,-0.0,0.0,0.0,0.0,0.2,0.0,0.0
11116,0.0,0.0,0.0,0.0,0.7,0.0,0.0
11275,-0.0,0.0,0.0,-0.0,0.7,0.0,0.0
14352,0.0,0.0,0.0,0.0,0.1,0.0,0.0
19722,0.0,0.0,0.0,0.0,0.1,0.0,0.0
13789,0.0,0.0,0.0,-0.0,1.1,0.0,0.0
14342,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
14803,0.1,0.0,0.0,0.0,0.5,0.0,0.0
18731,0.0,0.0,0.0,-0.0,0.4,0.0,0.0
12423,0.0,0.0,0.0,0.0,0.6,0.0,0.0
14547,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
16276,-0.0,0.0,0.0,0.0,0.5,0.0,0.0
13738,0.0,0.0,0.0,0.0,0.7,0.0,0.0
13608,-0.0,0.0,0.0,0.0,0.7,0.0,0.0
12253,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
17992,0.0,0.0,0.0,-0.0,0.6,0.0,0.0
11256,-0.0,0.0,0.0,-0.0,0.1,0.0,0.0
17981,0.0,0.0,0.0,0.0,0.8,0.0,0.0
13764,-0.0,0.0,0.0,0.0,0.1,0.0,0.0
17117,0.0,0.0,0.0,0.0,0.2,0.0,0.0
14911,-0.0,0.0,0.0,-0.0,0.4,0.0,0.0
11292,0.0,0.0,0.0,-0.0,0.8,0.0,0.0
18057,0.0,0.0,0.0,0.0,0.1,0.0,0.0
15824,0.1,0.0,0.0,-0.0,0.2,0.0,0.0
14591,0.0,0.0,0.0,0.0,0.7,0.0,0.0
12297,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
12471,0.0,0.0,0.0,-0.0,0.4,0.0,0.0
18729,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
19461,-0.0,0.0,0.0,-0.0,0.4,0.0,0.0
14797,0.0,0.0,0.0,-0.0,0.6,0.0,0.0
17135,-0.0,0.0,0.0,-0.0,0.6,0.0,0.0
10469,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
14830,0.0,0.0,0.0,0.0,0.9,0.0,0.0
12434,0.0,0.0,0.0,-0.0,1.0,0.0,0.0
16144,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
16043,0.0,0.0,0.0,0.0,0.7,0.0,0.0
16130,-0.0,0.0,0.0,-0.0,0.1,0.0,0.0
15609,0.0,0.0,0.0,-0.0,0.6,0.0,0.0
14050,-0.1,0.0,0.0,-0.0,0.6,0.0,0.0
16264,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
10049,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
13860,0.0,0.0,0.0,0.0,0.8,0.0,0.0
18112,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13899,0.0,0.0,0.0,0.0,0.2,0.0,0.0
12351,0.0,0.0,0.0,-0.0,0.6,0.0,0.0
14167,-0.0,0.0,0.0,-0.0,0.8,0.0,0.0
11686,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
16633,-0.0,0.0,0.0,0.0,0.1,0.0,0.0
12011,0.0,0.0,0.0,-0.0,1.0,0.0,0.0
11697,0.0,0.0,0.0,-0.0,0.4,0.0,0.0
11609,-0.0,0.0,0.0,0.0,0.7,0.0,0.0
11941,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
12021,0.1,0.0,0.0,0.0,0.2,0.0,0.0
15678,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
19053,0.0,0.0,0.0,-0.0,0.8,0.0,0.0
11323,0.0,0.0,0.0,-0.0,1.1,0.0,0.0
14946,-0.0,0.0,0.0,0.0,0.5,0.0,0.0
11446,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
18563,-0.0,0.0,0.0,0.0,0.8,0.0,0.0
12783,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0
17630,-0.0,0.0,0.0,-0.0,0.6,0.0,0.0
18521,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
13071,0.0,0.0,0.0,-0.0,0.9,0.0,0.0
12445,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
17634,-0.0,0.0,0.0,0.0,0.1,0.0,0.0
13413,-0.0,0.0,0.0,-0.0,0.1,0.0,0.0
16696,0.0,0.0,0.0,0.0,0.2,0.0,0.0
12311,-0.0,0.0,0.0,0.0,0.3,0.0,0.0
19732,0.0,0.0,0.0,0.0,0.9,0.0,0.0
10376,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18746,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
14223,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
15501,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
14025,-0.1,0.0,0.0,0.0,0.3,0.0,0.0
12612,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
13190,0.0,0.0,0.0,0.0,0.6,0.0,0.0
17986,0.0,0.0,0.0,-0.0,0.4,0.0,0.0
13638,0.0,0.0,0.0,-0.0,0.4,0.0,0.0
11496,0.0,0.0,0.0,0.0,0.6,0.0,0.0
10727,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
17377,-0.0,0.0,0.0,-0.0,0.7,0.0,0.0
14385,-0.0,0.0,0.0,0.0,0.9,0.0,0.0
16991,-0.0,0.0,0.0,-0.0,0.6,0.0,0.0
12030,0.0,0.0,0.0,-0.0,0.7,0.0,0.0
18094,0.0,0.0,0.0,0.0,0.8,0.0,0.0
18037,0.0,0.0,0.0,-0.0,0.7,0.0,0.0
17295,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
13996,0.0,0.0,0.0,0.0,0.5,0.0,0.0
10413,0.0,0.0,0.0,0.0,0.1,0.0,0.0
11510,-0.0,0.0,0.0,-0.0,1.1,0.0,0.0
16458,-0.1,0.0,0.0,0.0,0.9,0.0,0.0
12707,0.0,0.0,0.0,0.0,0.4,0.0,0.0
12720,0.1,0.0,0.0,0.0,0.4,0.0,0.0
16858,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
12250,0.0,0.0,0.0,0.0,0.4,0.0,0.0
17500,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
18838,-0.0,0.0,0.0,0.0,0.3,0.0,0.0
17509,-0.1,0.0,0.0,0.0,0.4,0.0,0.0
19630,0.0,0.0,0.0,0.0,0.7,0.0,0.0
13511,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16318,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
13134,0.0,0.0,0.0,0.0,0.1,0.0,0.0
12454,0.0,0.0,0.0,0.0,0.9,0.0,0.0
10625,-0.0,0.0,0.0,-0.0,0.1,0.0,0.0
10458,0.0,0.0,0.0,0.0,0.5,0.0,0.0
13814,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
15370,0.1,0.0,0.0,-0.0,1.0,0.0,0.0
15007,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10249,0.0,0.0,0.0,0.0,0.7,0.0,0.0
14759,-0.0,0.0,0.0,0.0,0.9,0.0,0.0
16393,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
13169,-0.0,0.0,0.0,0.0,0.6,0.0,0.0
12494,-0.0,0.0,0.0,0.0,0.2,0.0,0.0
16351,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19221,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
19599,0.0,0.0,0.0,0.0,0.1,0.0,0.0
12654,-0.0,0.0,0.0,-0.0,0.6,0.0,0.0
10156,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
19555,-0.1,0.0,0.0,0.0,0.4,0.0,0.0
11237,0.0,0.0,0.0,-0.0,0.8,0.0,0.0
19532,-0.0,0.0,0.0,-0.0,0.4,0.0,0.0
19738,0.0,0.0,0.0,0.0,0.2,0.0,0.0
12246,0.0,0.0,0.0,0.0,0.4,0.0,0.0
19820,-0.0,0.0,0.0,0.0,0.3,0.0,0.0
11321,0.0,0.0,0.0,-0.0,0.4,0.0,0.0
10669,0.0,0.0,0.0,-0.0,0.6,0.0,0.0
